JGI Portal Name	Strain	T3PKS hits	NCBI taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species	Reference (Pubmed IDs)
Basme2finSC	Basidiobolus meristosporus CBS 931.73 v1.0	0	423460	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus meristosporus	28481340
Basun1	Basidioascus undulatus	0	1230402	Eukaryota	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Basidioascus	Basidioascus undulatus	NA
Batde5	Batrachochytrium dendrobatidis JAM81 v1.0	0	684364	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Batrachochytrium	Batrachochytrium dendrobatidis	NA
Batsa1	Batrachochytrium salamandrivorans BS	0	1357716	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Batrachochytrium	Batrachochytrium salamandrivorans	28322291
Bauco1	Baudoinia compniacensis UAMH 10762 (4089826) v1.0	0	717646	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Baudoinia	Baudoinia panamericana	23236275
Beaba1	Beauveria bassiana ARSEF 2860	1	655819	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	22761991
Benpoi1	Benjaminiella poitrasii RSA 903 v1.0	0	64631	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella poitrasii	NA
Bgh5874_1	Blumeria graminis f. sp. hordei 5874 v1.0	1	34373	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis	NA
Bifad1	Bifiguratus adelaidae AZ0501	0	1938954	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	NA	Bifiguratus	Bifiguratus adelaidae	28876195
Bimnz1	Bimuria novae-zelandiae CBS 107.79 v1.0	0	147497	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Bimuria	Bimuria novae-zelandiae	32206138
Biscog1	Biscogniauxia sp. FL1348 v1.0	1	2614606	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia sp. FL1348	34797921
Bisma1	Biscogniauxia marginata CBS 124505 v1.0	1	110534	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia marginata	34797921
Bisme1	Biscogniauxia mediterranea AZ0048 v1.0	1	97377	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia mediterranea	34797921
Bismed1	Biscogniauxia mediterranea CBS 129072 v1.0	1	97377	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia mediterranea	34797921
Bisnum1	Biscogniauxia nummularia v1.0	1	97378	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia nummularia	NA
Bissp1	Bisporella sp. PMI857 v1.0	2	1954211	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Bisporella	Bisporella sp. PMI_857	NA
Bjead1_1	Bjerkandera adusta v1.0	2	5331	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta	23935031
Blabri1	Blastocladiella britannica v1.0	0	64508	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Blastocladiella	Blastocladiella britannica	NA
Blade1	Blastomyces dermatitidis SLH14081	0	559298	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces gilchristii	26439490
Blader1	Blastomyces dermatitidis ER-3	0	559297	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces dermatitidis	26439490
Blape1	Blastomyces percursus EI222	0	1658174	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces percursus	28176377
Blatri_F921_1	Blakeslea trispora F921 v1.0	0	4850	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora	NA
Blatri_F986_2	Blakeslea trispora F986 v1.0	0	4850	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora	NA
Blatri1	Blakeslea trispora NRRL 2456 v1.0	0	4850	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora	NA
Blugr2	Blumeria graminis f. sp. hordei DH14	1	546991	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria hordei	29788921
Blugra1	Blumeria graminis f. sp. tritici 96224	1	1268274	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis	30388298
Blugra3_16	Blumeria graminis f. sp. tritici 96224 v3.16	1	62690	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis	30388298
BlugrR1_1	Blumeria graminis f. sp. hordei Race1	1	34373	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis	29788921
Blyhe1	Blyttiomyces helicus single-cell v1.0	0	388810	Eukaryota	Chytridiomycota	Chytridiomycetes	NA	NA	Blyttiomyces	Blyttiomyces helicus	30297742
Boeex1	Boeremia exigua MPI-SDFR-AT-0100 v1.0	1	749465	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	Boeremia exigua	34893598
Bolcoc1	Boletus coccyginus 2016PMI039 v1.0	0	1758874	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus coccyginus	NA
Boled5	Boletus edulis BED1 v4.0	0	1328754	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis	33046698
Boledp1	Boletus edulis P?ilba v1.0	0	36056	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis	33046698
Bolvit1	Bolbitius vitellinus SZMC-NL-1974 v1.0	0	34439	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius vitellinus	NA
Bombar1	Lasiosphaeriaceae sp. AZ0830 v1.0	2	2184036	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	Lasiosphaeriaceae sp. AZ0830	NA
Bombom1	Bombardia bombarda SMH3391-2 v1.0	2	252184	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Bombardia	Bombardia bombarda	NA
Borrad1	Boreostereum radiatum TFC1981-005 v1.0	0	103380	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Boreostereum	Boreostereum radiatum	NA
Botbo1	Botryobasidium botryosum v1.0	0	264124	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium botryosum	24958869
Botci1	Botrytis cinerea v1.0	1	40559	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea	23104368;21876670
Botcin1	Botrytis cinerea T4	1	999810	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea	21876677
Botdo1_1	Botryosphaeria dothidea	1	55169	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea	27682468
Botmuc1	Botryozyma mucatilis CBS 9042 v1.0	0	280465	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Botryozyma	Botryozyma mucatilis	NA
Brefa1	Bretziella fagacearum C519 v1.0	1	1836592	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Bretziella	Bretziella fagacearum	NA
Bulin1	Bulgaria inquinans CBS118.31 v1.0	1	73172	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Bulgaria	Bulgaria inquinans	NA
Bysci1	Byssothecium circinans CBS 675.92 v1.0	0	147558	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Byssothecium	Byssothecium circinans	32206138
Bysni1	Paecilomyces niveus CO7 v1.0	1	5093	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces niveus	29930063
Byssp1	Byssochlamys spectabilis No. 5	0	1356009	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces variotii	24407650
Cadsp1	Cadophora sp. DSE1049 v1.0	2	1485229	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora	Cadophora sp. DSE1049	29679020
Caecom1	Caecomyces churrovis A v1.0	0	2019372	Eukaryota	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Caecomyces	Caecomyces churrovis	34893091
Calco1	Calocera cornea v1.0	2	1353952	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera cornea	26659563
Calful1	Caloscypha fulgens ATCC 42695 v1.0	0	47187	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Caloscyphaceae	Caloscypha	Caloscypha fulgens	NA
Calmar1	Calycina marina TRa3180A v1.0	2	1763456	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Calycina	Calycina marina	34372938
Calor1	Caliciopsis orientalis	1	380014	Eukaryota	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae	Caliciopsis	Caliciopsis orientalis	NA
Calpu1	Calosphaeria pulchella	1	312312	Eukaryota	Ascomycota	Sordariomycetes	Calosphaeriales	Calosphaeriaceae	Calosphaeria	Calosphaeria pulchella	NA
Calvi1	Calocera viscosa v1.0	1	1330018	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera viscosa	26659563
Canalb1	Candida albicans SC5314	0	237561	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	15123810
Cananz1	Cantharellus anzutake C23 v1.0	0	36065	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	Cantharellus anzutake	33046698
Canar1	Candida arabinofermentans NRRL YB-2248 v1.0	0	130810	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	[Candida] arabinofermentans	27535936
Canbo1	Candida boidinii NRRL Y-2332	0	5477	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	[Candida] boidinii	29760453
Canca1	Tortispora caseinolytica Y-17796 v1.0	0	767744	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Tortispora	Tortispora caseinolytica	27535936
Candu1	Candida dubliniensis CD36	0	573826	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida dubliniensis	19745113
Canor1	Candida orthopsilosis Co 90-125	0	1136231	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida orthopsilosis	22563396
Canpa1	Candida parapsilosis CDC317	0	578454	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida parapsilosis	19465905
Canta1	Candida tanzawaensis NRRL Y-17324  v1.0	0	984487	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Suhomyces	Suhomyces tanzawaensis	27535936
Cante1	Candida tenuis NRRL Y-1498 v1.0	0	590646	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma tenuis	21788494
Cantro1	Candida tropicalis MYA3404	0	294747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida tropicalis	32469306
Capcor1	Capronia coronata CBS 617.96	1	1182541	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia coronata	28348446
Capep1	Capronia epimyces CBS 606.96	1	1182542	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia epimyces	28348446
Capfu1	Capronia fungicola CBS 614.96 v1.0	1	43227	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia fungicola	NA
Capse1	Capronia semiimmersa CBS27337	1	5601	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora americana	28348446
Catan2	Catenaria anguillulae PL171 v2.0	0	109876	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenaria	Catenaria anguillulae	28481340
Caupr_SCcomb	Caulochytrium protostelioides ATCC 52028 single-cell v1.0	0	1555241	Eukaryota	Chytridiomycota	Chytridiomycetes	Caulochytriales	Caulochytriaceae	Caulochytrium	Caulochytrium protostelioides	30297742
Caupr1	Caulochytrium protostelioides ATCC 52028 v1.0	0	1555241	Eukaryota	Chytridiomycota	Chytridiomycetes	Caulochytriales	Caulochytriaceae	Caulochytrium	Caulochytrium protostelioides	30297742
Cenge3	Cenococcum geophilum 1.58 v2.0	0	794803	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Cenococcum	Cenococcum geophilum	27601008
Cepal1_1	Cephaloascus albidus ATCC 66658 v1.0	0	43958	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Cephaloascaceae	Cephaloascus	Cephaloascus albidus	NA
Cepfr1_1	Cephaloascus fragrans 12-1022 v1.0	0	27311	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Cephaloascaceae	Cephaloascus	Cephaloascus fragrans	NA
CerAGI	Ceratobasidium sp. anastomosis group I; DN8442 v1.0	0	305860	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp. AG-I	33046698
Cerbe1	Cercospora berteroae CBS 538.71	0	357750	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora berteroae	29844193
Cerbo1	Ceraceosorus bombacis ATCC 22867	0	401625	Eukaryota	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	Ceraceosorus	Ceraceosorus bombacis	26314305
Cercau1	Cercophora caudata CBS 606.72 v1.0	2	314043	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora caudata	NA
Cercer1	Cerinomyces ceraceus ATCC 56525 v1.0	1	1175230	NA	Basidiomycota	Agaricomycetes	Dacrymycetales	Dacrymycetes	-%3B%20Dacrymycetales%3B%20Dacrymycetaceae%3B%20Dacrymyces	Dacrymyces ceraceus	NA
Cercru1	Cerinomyces crustulinus OMC1686 v1.0	2	264081	Eukaryota	Basidiomycota	Dacrymycetes	Dacrymycetales	Cerinomycetaceae	Cerinomyces	Cerinomyces crustulinus	NA
Cernew1	Cercophora newfieldiana SMH2532-1 v1.0	1	92897	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora newfieldiana	NA
Cersc1	Cercophora scortea SMH4131-1 v1.0	2	314031	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora scortea	NA
Cersp1	Ceraceosorus guamensis MCA 4658 v1.0	0	1522189	Eukaryota	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	Ceraceosorus	Ceraceosorus guamensis	29771364
Cersp379_1	Ceratobasidium sp. 379 v1.0	0	2789313	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp. 379	NA
Cersp394_1	Ceratobasidium sp. 394 v1.0	0	2600203	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp. 394	NA
Cersp423_1	Ceratobasidium sp. 423 v1.0	0	2600206	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp. 423	NA
Cersu1	Ceriporiopsis (Gelatoporia) subvermispora B	0	914234	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Gelatoporia	Gelatoporia subvermispora	22434909
Cerun2	Cerrena unicolor v1.1	0	1142151	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Cerrena	Cerrena unicolor	NA
Cervir1	Ceriporia viridans OMC1683 v1.0	5	40428	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	Ceriporia viridans	NA
Cerzm1	Cercospora zeae-maydis v1.0	0	717836	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora zeae-maydis	32206138
CgaCA1873_1	Cryptococcus gattii CA1873	0	1296111	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii VGIII	26330512
CgaVGII_1	Cryptococcus gattii VGII 2001/935-1	0	1859096	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii VGII	26330512
CgaVGIV_1	Cryptococcus gattii VGIV IND107	0	1296105	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii VGIV	26330512
CgaWM276_1	Cryptococcus gattii WM276	0	367775	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii VGI	21304167
Cha1176438	Chaetomium sp. 1176438 v1.0	1	1769349	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.	NA
Chabre1	Chaetocladium brefeldii NRRL 2343 v1.0	0	101089	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Chaetocladiaceae	Chaetocladium	Chaetocladium brefeldii	NA
Chafi1	Chaetomidium fimeti CBS 168.71 v1.0	1	1854472	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium fimeti	NA
Chafu1	Chaetomium funicola MPI-SDFR-AT-0129 v1.0	1	1769349	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.	34893598
Chagl_1	Chaetomium globosum v1.0	1	306901	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum	25720678;21964410
Chagl1	Chaetomium globosum MPI-SDFR-AT-0079 v1.0	1	38033	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum	34893598
Chain1	Chaetosphaeria innumera	1	139949	Eukaryota	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria innumera	NA
Chalo1	Chalara longipes BDJ v1.0	2	1379296	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara longipes	31760680
Chame1	Chaetomium sp. MPI-CAGE-AT-0009 v1.0	1	1769349	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.	34893598
Chapip1	Chalciporus piperatus 201810 CP v1.0	0	145387	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Chalciporus	Chalciporus piperatus	NA
Chathe1	Chaetomium thermophilum var thermophilum DSM 1495	1	759272	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium thermophilum	21784248;25398890
ChetHAW225_1	Cochliobolus heterostrophus HAW225 v1.0	6	5016	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	36883814
ChetHm338_1	Cochliobolus heterostrophus Hm338 v1.0	2	5016	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	NA
ChetPR1x412_2	Cochliobolus heterostrophus PR1x412 v2.0	1	5016	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	NA
ChetPR9b_2	Cochliobolus heterostrophus PR9b v2.0	1	5016	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	NA
Chiap1	Chionosphaera apobasidialis 52639 v1.0	0	54742	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Chionosphaera	Chionosphaera apobasidialis	NA
Chicu1	Chionosphaera cuniculicola CBS10063  v1.0	1	180810	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Chionosphaera	Chionosphaera cuniculicola	NA
Chlpad1	Absidia padenii NRRL 2977 v1.0	0	90267	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Chlamydoabsidia	Chlamydoabsidia padenii	NA
Chocucu1	Choanephora cucurbitarum NRRL2744 (50) v1.0	0	101091	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora cucurbitarum	NA
Chove1	Choiromyces venosus 120613-1 v1.0	0	1336337	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Choiromyces	Choiromyces venosus	30420746
Chyhya1	Chytriomyces hyalinus JEL632 v1.0	0	4814	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Chytriomyces	Chytriomyces hyalinus	NA
Chylag1	Chytridium lagenaria Arg66 v1.0	0	64509	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Chytridium	Chytridium lagenaria	NA
Chytri1	Chytriomyces sp. MP 71 v1.0	0	1882861	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Chytriomyces	Chytriomyces sp. MP71	NA
Cirumb1	Circinella umbellata NRRL1351 v1.0	0	101103	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella	Circinella umbellata	NA
Citma1	Citeromyces matritensis NRRL Y-2407	0	36909	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Citeromyces	Citeromyces matritensis	29760453
Claaq1	Clavariopsis aquatica WDA-00-1	1	253306	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Clavariopsis	Clavariopsis aquatica	34682274
Claba1	Cladophialophora bantiana CBS 173.52	1	1442370	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana	28348446
Clabul1	Cladorrhinum bulbillosum DJ3 v1.0	1	2587404	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora bulbillosa	NA
Claca1	Cladophialophora carrionii CBS 160.54	1	1279043	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora carrionii	28348446
Clael1	Clathrospora elynae CBS 161.51 v1.0	1	706981	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Diademaceae	Clathrospora	Clathrospora elynae	32206138
Clafu1	Cladosporium fulvum v1.0	0	5499	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Fulvia	Fulvia fulva	23209441;23236270
Clagr3	Cladonia grayi Cgr/DA2myc/ss v2.0	3	27339	Eukaryota	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia grayi	31337355
Claim1	Cladophialophora immunda CBS83496	2	569365	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora immunda	28348446
Clalu1_2	Clavispora lusitaniae ATCC 42720	0	306902	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae	19465905
ClaluMJ12_1	Clavispora lusitaniae MJ12 v1.0	0	36911	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae	NA
ClaNC0930_1	Phaeomoniellales  sp. NC0930 v1.0	0	1907227	Eukaryota	Ascomycota	Eurotiomycetes	Phaeomoniellales	NA	NA	Phaeomoniellales sp. NC0930	NA
ClaPMI390	Sistotrema sp. PMI_390 v1.0	0	1486700	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina sp. PMI_390	33046698
Clapol1_1	Cladochytrium polystomum WB228 v1.0	0	2211651	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Zopfochytrium	Zopfochytrium polystomum	NA
Claps1	Cladophialophora psammophila CBS 110553	1	1182543	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora psammophila	28348446
Clapu1	Claviceps purpurea 20.1	0	1111077	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea	23468653
Clapy1	Clavicorona pyxidata HHB10654 v1.0	0	48021	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Artomyces	Artomyces pyxidatus	34861049
Clarep1_1	Cladochytrium replicatum JEL 714 v1.0	0	109936	Eukaryota	Chytridiomycota	Chytridiomycetes	Cladochytriales	Cladochytriaceae	Cladochytrium	Cladochytrium replicatum	NA
Clasph1	Cladosporium sphaerospermum UM 843	1	92950	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum	22544899
Claye1	Cladophialophora yegresii CBS 114405	1	1182544	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora yegresii	28348446
Clibor1	Climacocystis borealis CliBor001 v1.0	0	239101	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Climacocystis	Climacocystis borealis	NA
Cligib1	Clitocybe gibba IJFM A808 v1.0	0	378275	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Infundibulicybe	Infundibulicybe gibba	33211093
Cloaq1	Clohesyomyces aquaticus v1.0	1	1231657	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Clohesyomyces	Clohesyomyces aquaticus	28481340
Cloro1	Clonostachys rosea CBS125111 v1.0	2	29856	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea	NA
Cloros1	Clonostachys rosea IK726	4	29856	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea	25575496;30524412
Cocba1	Coccodinium bartschii CBS 121709 v1.0	1	54530	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Coccodiniaceae	Coccodinium	Coccodinium bartschii	NA
